"Cement","BlastFurnaceSlag","FlyAsh","Water","Superplasticizer","CoarseAggregate","FineAggregate","Age","CompressiveStrength"
0.223094401983061,0,0,0.0669283205949184,0.00103284445362528,0.429663292708118,0.279281140260277,28,79.99
0.221720385957709,0,0,0.0665161157873127,0.00102648326832273,0.43317593923219,0.277561075754465,28,61.89
0.149170031404217,0.0639300134589502,0,0.10228802153432,0,0.418124719605204,0.266487213997308,270,40.27
0.149170031404217,0.0639300134589502,0,0.10228802153432,0,0.418124719605204,0.266487213997308,365,41.05
0.0853496067729597,0.0568997378486398,0,0.082513215007091,0,0.420473591473634,0.354763848897675,360,44.3
0.120361990950226,0.0515837104072398,0,0.10316742081448,0,0.421719457013575,0.30316742081448,90,47.03
0.170480035890534,0.0426200089726335,0,0.10228802153432,0,0.418124719605204,0.266487213997308,365,43.7
0.170480035890534,0.0426200089726335,0,0.10228802153432,0,0.418124719605204,0.266487213997308,28,36.45
0.120361990950226,0.0515837104072398,0,0.10316742081448,0,0.421719457013575,0.30316742081448,28,45.85
0.213100044863167,0,0,0.10228802153432,0,0.418124719605204,0.266487213997308,28,39.29
0.0853496067729597,0.0568997378486398,0,0.082513215007091,0,0.420473591473634,0.354763848897675,90,38.07
0.0853496067729597,0.0568997378486398,0,0.082513215007091,0,0.420473591473634,0.354763848897675,28,28.02
0.191790040376851,0.0213100044863167,0,0.10228802153432,0,0.418124719605204,0.266487213997308,270,43.01
0.085972850678733,0.085972850678733,0,0.10316742081448,0,0.421719457013575,0.30316742081448,90,42.33
0.137556561085973,0.0343891402714932,0,0.10316742081448,0,0.421719457013575,0.30316742081448,28,47.81
0.171945701357466,0,0,0.10316742081448,0,0.421719457013575,0.30316742081448,90,52.91
0.0582905340515262,0.0874358010772892,0,0.080170362019291,0,0.437179005386446,0.336924297465447,90,39.36
0.154751131221719,0.0171945701357466,0,0.10316742081448,0,0.421719457013575,0.30316742081448,365,56.14
0.170480035890534,0.0426200089726335,0,0.10228802153432,0,0.418124719605204,0.266487213997308,90,40.56
0.213100044863167,0,0,0.10228802153432,0,0.418124719605204,0.266487213997308,180,42.62
0.191790040376851,0.0213100044863167,0,0.10228802153432,0,0.418124719605204,0.266487213997308,180,41.84
0.0582905340515262,0.0874358010772892,0,0.080170362019291,0,0.437179005386446,0.336924297465447,28,28.24
0.0582905340515262,0.0874358010772892,0,0.080170362019291,0,0.437179005386446,0.336924297465447,3,8.06
0.0582905340515262,0.0874358010772892,0,0.080170362019291,0,0.437179005386446,0.336924297465447,180,44.21
0.171945701357466,0,0,0.10316742081448,0,0.421719457013575,0.30316742081448,365,52.52
0.171945701357466,0,0,0.10316742081448,0,0.421719457013575,0.30316742081448,270,53.3
0.170480035890534,0.0426200089726335,0,0.10228802153432,0,0.418124719605204,0.266487213997308,270,41.15
0.154751131221719,0.0171945701357466,0,0.10316742081448,0,0.421719457013575,0.30316742081448,180,52.12
0.191790040376851,0.0213100044863167,0,0.10228802153432,0,0.418124719605204,0.266487213997308,28,37.43
0.213100044863167,0,0,0.10228802153432,0,0.418124719605204,0.266487213997308,7,38.6
0.137556561085973,0.0343891402714932,0,0.10316742081448,0,0.421719457013575,0.30316742081448,365,55.26
0.120361990950226,0.0515837104072398,0,0.10316742081448,0,0.421719457013575,0.30316742081448,365,52.91
0.0853496067729597,0.0568997378486398,0,0.082513215007091,0,0.420473591473634,0.354763848897675,180,41.72
0.213100044863167,0,0,0.10228802153432,0,0.418124719605204,0.266487213997308,270,42.13
0.085972850678733,0.085972850678733,0,0.10316742081448,0,0.421719457013575,0.30316742081448,365,53.69
0.106550022431584,0.106550022431584,0,0.10228802153432,0,0.418124719605204,0.266487213997308,270,38.41
0.106550022431584,0.106550022431584,0,0.10228802153432,0,0.418124719605204,0.266487213997308,28,30.08
0.149170031404217,0.0639300134589502,0,0.10228802153432,0,0.418124719605204,0.266487213997308,90,37.72
